weekStartDate,dayOfWeek,dayType,station,phase,slot,exerciseName,focus,isStatic,staticCondition
2024-11-10,Sunday,Kickboxing,1,1,A,PUSH-UP TO KNEE DRIVE,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,1,1,B,WEIGHTED JUMPING JACKS,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,1,1,C,BENT OVER ROWS,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,1,2,A,PUSH-UP TO SHOULDER TAP,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,1,2,B,PLANK STEP IN AND OUT,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,1,2,C,BENT OVER FRONTAL RAISES,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,2,,A,"1, 2, 2x BODY KICK",Upper,FALSE,
2024-11-10,Sunday,Kickboxing,2,,B,"1, 2, L BODY KICK, 4, L BODY KICK",Upper,FALSE,
2024-11-10,Sunday,Kickboxing,2,,C,RAPID STEP IN SIDEKICKS,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,3,,A,ATT/DEF,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,3,,B,LIGHT SPARRING,Upper,FALSE,
2024-11-10,Sunday,Kickboxing,3,,C,HIP STRETCH,Upper,FALSE,
2024-11-10,Monday,Technique,1,1,A,ATT/DEF,Mixed,FALSE,
2024-11-10,Monday,Technique,1,1,B,"1,2 / SLIP R/L, 3B",Mixed,FALSE,
2024-11-10,Monday,Technique,1,1,C,"1,2 / SLIP R/L, 3B, 2",Mixed,FALSE,
2024-11-10,Monday,Technique,1,2,A,"1,2 / SLIP R/L, 3B, 2, 3",Mixed,FALSE,
2024-11-10,Monday,Technique,1,2,B,[FILL],Mixed,FALSE,
2024-11-10,Monday,Technique,1,2,C,[FILL],Mixed,FALSE,
2024-11-10,Monday,Technique,2,,A,1 - 1 - 4 - 3B - 4,Mixed,FALSE,
2024-11-10,Monday,Technique,2,,B,1 - 2 - SWITCH/ 3 - SWITCH/ 2,Mixed,FALSE,
2024-11-10,Monday,Technique,2,,C,"10 SECS RAPID 1,2, 10 SECS SLIPS, 10 SECS WEAVES",Mixed,FALSE,
2024-11-10,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2024-11-10,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2024-11-10,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
2024-11-03,Sunday,Kickboxing,1,1,A,CABLE STRAIGHT ARM PULLDOWN,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,1,1,B,MOUNTAIN CLIMBER,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,1,1,C,BACK EXTENSIONS,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,1,2,A,CABLE REVERSE BICEPS CURL,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,1,2,B,SUICIDE PLANKS,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,1,2,C,LOW PUSH-UP HOLD,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,2,,A,QUESTION MARK KICK,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,2,,B,"JAB, STRT, FRONT KICK, SIDEKICK",Upper,FALSE,
2024-11-03,Sunday,Kickboxing,2,,C,"LOW KICK, BODY KICK, HIGH KICK",Upper,FALSE,
2024-11-03,Sunday,Kickboxing,3,,A,ATT/DEF,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,3,,B,LIGHT SPARRING,Upper,FALSE,
2024-11-03,Sunday,Kickboxing,3,,C,ATT/DEF,Upper,FALSE,
2024-11-03,Monday,Technique,1,1,A,ATT/DEF,Mixed,FALSE,
2024-11-03,Monday,Technique,1,1,B,"1,2 / SLIP R, 2",Mixed,FALSE,
2024-11-03,Monday,Technique,1,1,C,"1,2 / SLIP R, 2, SLIP R/L, 3",Mixed,FALSE,
2024-11-03,Monday,Technique,1,2,A,"1,2 / SLIP R, 2, SLIP R/L, 3, 2",Mixed,FALSE,
2024-11-03,Monday,Technique,1,2,B,[FILL],Mixed,FALSE,
2024-11-03,Monday,Technique,1,2,C,[FILL],Mixed,FALSE,
2024-11-03,Monday,Technique,2,,A,"WEAVE, 2x HOOKS",Mixed,FALSE,
2024-11-03,Monday,Technique,2,,B,1 - 2 - WEAVE R - 4 - 4 - WEAVE L - 3,Mixed,FALSE,
2024-11-03,Monday,Technique,2,,C,"WEAVE R/ L HK, WEAVE L/ R HK",Mixed,FALSE,
2024-11-03,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2024-11-03,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2024-11-03,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
2024-10-27,Sunday,Kickboxing,1,1,A,CABLE CHEST PRESS,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,1,1,B,CABLE CRUNCHES,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,1,1,C,R CURTSY LUNGES TO SQUAT JUMP,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,1,2,A,CABLE TRICEPS EXTENSIONS,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,1,2,B,PLYO LUNGES,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,1,2,C,L CURTSY LUNGES TO SQUAT JUMP,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,2,,A,"1,2, R BODY KICK, R SIDEKICK",Upper,FALSE,
2024-10-27,Sunday,Kickboxing,2,,B,"1,2, SWITCH L BODY KICK, L HOOK",Upper,FALSE,
2024-10-27,Sunday,Kickboxing,2,,C,FREESTYLE,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,3,,A,ATT/DEF,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,3,,B,LIGHT SPARRING,Upper,FALSE,
2024-10-27,Sunday,Kickboxing,3,,C,LOW SQUAT SHOULDER TAPS,Upper,FALSE,
2024-10-27,Monday,Technique,1,1,A,ATT/DEF,Mixed,FALSE,
2024-10-27,Monday,Technique,1,1,B,"1,2 / SLIP x2",Mixed,FALSE,
2024-10-27,Monday,Technique,1,1,C,"1,2 / SLIP x2, 3,4B/ BLK x2",Mixed,FALSE,
2024-10-27,Monday,Technique,1,2,A,"1,2 / BLK x2, STEP IN, 4",Mixed,FALSE,
2024-10-27,Monday,Technique,1,2,B,[FILL],Mixed,FALSE,
2024-10-27,Monday,Technique,1,2,C,[FILL],Mixed,FALSE,
2024-10-27,Monday,Technique,2,,A,1 - 2 - WEAVE R - 4 - 3 - 2,Mixed,FALSE,
2024-10-27,Monday,Technique,2,,B,1 - 1 - 2 - WEAVE L - 3 - 4,Mixed,FALSE,
2024-10-27,Monday,Technique,2,,C,"1,2 DUCK, 1,2",Mixed,FALSE,
2024-10-27,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2024-10-27,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2024-10-27,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
2024-10-20,Sunday,Kickboxing,1,1,A,CABLE REVERSE TRICEPS EXTENSIONS,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,1,1,B,V-SET HOLD SWITCHES,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,1,1,C,HAMMER CURLS,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,1,2,A,Y RAISES,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,1,2,B,TWISTING FRONT KICKS,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,1,2,C,REVERSE FLYS,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,2,,A,"JAB, STRT, 2X R BODY KICK",Upper,FALSE,
2024-10-20,Sunday,Kickboxing,2,,B,"JAB, STRT, FRONT KICK, BLOCK, R HOOK",Upper,FALSE,
2024-10-20,Sunday,Kickboxing,2,,C,FREESTYLE,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,3,,A,ATT/DEF,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,3,,B,LIGHT SPARRING,Upper,FALSE,
2024-10-20,Sunday,Kickboxing,3,,C,ATT/DEF,Upper,FALSE,
2024-10-20,Monday,Technique,1,1,A,ATT/DEF,Mixed,FALSE,
2024-10-20,Monday,Technique,1,1,B,"1 / SLIP R/1",Mixed,FALSE,
2024-10-20,Monday,Technique,1,1,C,"1,4 / SLIP R/1, WEAVE L/4B",Mixed,FALSE,
2024-10-20,Monday,Technique,1,2,A,"1,4 / SLIP R/1, WEAVE L/4B, 3",Mixed,FALSE,
2024-10-20,Monday,Technique,1,2,B,[FILL],Mixed,FALSE,
2024-10-20,Monday,Technique,1,2,C,[FILL],Mixed,FALSE,
2024-10-20,Monday,Technique,2,,A,1 - 4 - 4 - 3B - 4,Mixed,FALSE,
2024-10-20,Monday,Technique,2,,B,1 - 2 - SLIP R/L - 3 - 4 - 3 - 4B,Mixed,FALSE,
2024-10-20,Monday,Technique,2,,C,1 - 2 - SWITCH/3 - 4B,Mixed,FALSE,
2024-10-20,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2024-10-20,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2024-10-20,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
2024-10-13,Sunday,Kickboxing,1,1,A,R SINGLE LEG DEADLIFT,Upper,FALSE,
2024-10-13,Sunday,Kickboxing,1,1,B,TWISTING LEG RAISES,Upper,FALSE,
2024-10-13,Sunday,Kickboxing,1,1,C,R BACKWARD TO FORWARD LUNGS,Upper,FALSE,
2024-10-13,Sunday,Kickboxing,1,2,A,L SINGLE LEG DEADLIFT,Upper,FALSE,
2024-10-13,Sunday,Kickboxing,1,2,B,CHEST PRESS JUMPING JACKS,Upper,FALSE,
