weekStartDate,dayOfWeek,dayType,station,phase,slot,exerciseName,focus,isStatic,staticCondition
2024-02-04,Sunday,Kickboxing,1,1,A,SIDE LUNGES TO HAMMER CURL,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,1,1,B,FORWARD LUNGES TO TWISTS,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,1,1,C,PLANK LEG LIFTS TO KNEE DRIVE,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,1,2,A,DUCK WALK,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,1,2,B,GOOD MORNINGS,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,1,2,C,TWISTING SQUAT JUMPS,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,2,,A,"L LOW KICK, 1, 2, R ELBOW",Upper,FALSE,
2024-02-04,Sunday,Kickboxing,2,,B,RAPID SIDEKICKS,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,2,,C,"L LOW KICK, L BODY KICK, R LOW KICK, R BODY KICK",Upper,FALSE,
2024-02-04,Sunday,Kickboxing,3,,A,ATT/DEF,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,3,,B,LIGHT SPARRING,Upper,FALSE,
2024-02-04,Sunday,Kickboxing,3,,C,MIRRORING,Upper,FALSE,
2024-02-04,Monday,Technique,1,1,A,ATT/DEF,Mixed,FALSE,
2024-02-04,Monday,Technique,1,1,B,BURPEES TO SLAM BALL SLAMS,Mixed,FALSE,
2024-02-04,Monday,Technique,1,1,C,BURPEES TO SLAM BALL SLAMS,Mixed,FALSE,
2024-02-04,Monday,Technique,1,2,A,ATTACK / DEFEND,Mixed,FALSE,
2024-02-04,Monday,Technique,1,2,B,ATTACK / DEFEND,Mixed,FALSE,
2024-02-04,Monday,Technique,1,2,C,"1,2,3 / DEFEND",Mixed,FALSE,
2024-02-04,Monday,Technique,2,,A,1 - 2 - 3 - 3,Mixed,FALSE,
2024-02-04,Monday,Technique,2,,B,1 - SLIP L - 1 - 4 - 3,Mixed,FALSE,
2024-02-04,Monday,Technique,2,,C,"10 SECS 1,2S, 20 SECS FULL SPEED 1,2S",Mixed,FALSE,
2024-02-04,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2024-02-04,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2024-02-04,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
2024-02-04,Tuesday,Boxing,1,1,A,W ROWS,Upper,FALSE,
2024-02-04,Tuesday,Boxing,1,1,B,REVERSE LUNGE TO ROWS,Upper,FALSE,
2024-02-04,Tuesday,Boxing,1,1,C,RUSSIAN TWIST,Upper,FALSE,
2024-02-04,Tuesday,Boxing,1,2,A,REVERSE BICEPS CURLS,Upper,FALSE,
2024-02-04,Tuesday,Boxing,1,2,B,CABLE CHEST PRESS,Upper,FALSE,
2024-02-04,Tuesday,Boxing,1,2,C,WEIGHTED HIGH KNEES,Upper,FALSE,
2024-02-04,Tuesday,Boxing,2,,A,1 - 2 - 1 - 2 - 3,Upper,FALSE,
2024-02-04,Tuesday,Boxing,2,,B,1 - WEAVE L/R - 4 - 4 - 3,Upper,FALSE,
2024-02-04,Tuesday,Boxing,2,,C,"10 SECS FOOT WORK, 20 SECS RAPID 1,2,3",Upper,FALSE,
