weekStartDate,dayOfWeek,dayType,station,phase,slot,exerciseName,focus,isStatic,staticCondition
2023-10-22,Sunday,Kickboxing,1,1,A,DUCK WALK,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,1,1,B,RB SIDE TO SIDE PULLS,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,1,1,C,SUICIDE PLANKS,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,1,2,A,[FILL],Upper,FALSE,
2023-10-22,Sunday,Kickboxing,1,2,B,[FILL],Upper,FALSE,
2023-10-22,Sunday,Kickboxing,1,2,C,[FILL],Upper,FALSE,
2023-10-22,Sunday,Kickboxing,2,,A,1 - 6 - 1 - 4,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,2,,B,2 - SLIP R - 2 - 3 - 4,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,2,,C,DEFENSIVE MOVEMENT TO ANY COUNTER SHOTS,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,3,,A,SPARRING 10%,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,3,,B,SPARRING 10%,Upper,FALSE,
2023-10-22,Sunday,Kickboxing,3,,C,SPARRING 10%,Upper,FALSE,
2023-10-22,Monday,Technique,1,1,A,Condition Zone A,Mixed,FALSE,
2023-10-22,Monday,Technique,1,1,B,KB SIDE TO SIDE PUSH-UPS,Mixed,FALSE,
2023-10-22,Monday,Technique,1,1,C,HIGH ROW TO FACE-PULLS,Mixed,FALSE,
2023-10-22,Monday,Technique,1,2,A,Condition Zone B,Mixed,FALSE,
2023-10-22,Monday,Technique,1,2,B,CABLE LAT PULLDOWN,Mixed,FALSE,
2023-10-22,Monday,Technique,1,2,C,TRICEPS GET-UPS,Mixed,FALSE,
2023-10-22,Monday,Technique,2,,A,Bag Work Zone,Mixed,FALSE,
2023-10-22,Monday,Technique,2,,B,1 - 8 - 7 - 4,Mixed,FALSE,
2023-10-22,Monday,Technique,2,,C,1 - 2 - 10 - 9,Mixed,FALSE,
2023-10-22,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2023-10-22,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2023-10-22,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
2023-10-15,Sunday,Kickboxing,1,1,A,ATT/DEF,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,1,1,B,ATT/DEF,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,1,1,C,FOOTWORK TO ANY COMBINATION,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,1,2,A,"1,1,4,3/PARRY x2, BLOCK, WEAVE",Upper,FALSE,
2023-10-15,Sunday,Kickboxing,1,2,B,1/ MOVE OUT JAB,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,1,2,C,[FILL],Upper,FALSE,
2023-10-15,Sunday,Kickboxing,2,,A,1 - 2 - 5 - 5,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,2,,B,1 - SLIP L&R - 4 - 5 - 4,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,2,,C,3 PUNCHES TO ANY DEFENCE MOVEMENT,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,3,,A,SPARRING 10%,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,3,,B,SPARRING 10%,Upper,FALSE,
2023-10-15,Sunday,Kickboxing,3,,C,SPARRING 10%,Upper,FALSE,
2023-10-15,Monday,Technique,1,1,A,Condition Zone A,Mixed,FALSE,
2023-10-15,Monday,Technique,1,1,B,CABLE HIGH ROWS,Mixed,FALSE,
2023-10-15,Monday,Technique,1,1,C,PUSH-UP KICKS,Mixed,FALSE,
2023-10-15,Monday,Technique,1,2,A,Condition Zone B,Mixed,FALSE,
2023-10-15,Monday,Technique,1,2,B,REVERSE BICEPS CURLS,Mixed,FALSE,
2023-10-15,Monday,Technique,1,2,C,REVERSE TRICEPS EXTENSIONS,Mixed,FALSE,
2023-10-15,Monday,Technique,2,,A,Bag Work Zone,Mixed,FALSE,
2023-10-15,Monday,Technique,2,,B,1 - 5 - 3,Mixed,FALSE,
2023-10-15,Monday,Technique,2,,C,1 - SLIP L - 1 - 2 - 3,Mixed,FALSE,
2023-10-15,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2023-10-15,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2023-10-15,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
