weekStartDate,dayOfWeek,dayType,station,phase,slot,exerciseName,focus,isStatic,staticCondition
2025-11-23,Sunday,Kickboxing,1,1,A,ALTERNATING ARNOLD PRESS,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,1,1,B,PLANK JACKS,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,1,1,C,R SINGLE OVERHEAD TRICEPS EXT.,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,1,2,A,BENT OVER ROWS,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,1,2,B,HEEL SITS,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,1,2,C,L SINGLE OVERHEAD TRICEPS EXT.,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,2,,A,"1, 2, STEP BK, SIDEKICK",Upper,FALSE,
2025-11-23,Sunday,Kickboxing,2,,B,"1, 2, 3, R BODY KICK, 3, R BODY KICK",Upper,FALSE,
2025-11-23,Sunday,Kickboxing,2,,C,RAPID BODY KICKS,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,3,,A,ATT/DEF,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,3,,B,LIGHT SPARRING,Upper,FALSE,
2025-11-23,Sunday,Kickboxing,3,,C,"3 SWITCHES, IN/OUT",Upper,FALSE,
2025-11-23,Monday,Technique,1,1,A,ATT/DEF,Mixed,FALSE,
2025-11-23,Monday,Technique,1,1,B,ATT/DEF,Mixed,FALSE,
2025-11-23,Monday,Technique,1,1,C,ATT/DEF,Mixed,FALSE,
2025-11-23,Monday,Technique,1,2,A,"1,2 / SLIP R, R SIDE STEP",Mixed,FALSE,
2025-11-23,Monday,Technique,1,2,B,"1,2 / SLIP R, R SIDE STEP/4",Mixed,FALSE,
2025-11-23,Monday,Technique,1,2,C,"1,2 / …, R SIDE STEP/4, SWITCH/2",Mixed,FALSE,
2025-11-23,Monday,Technique,2,,A,1 - 2B - 3 - 4B - 3,Mixed,FALSE,
2025-11-23,Monday,Technique,2,,B,1 - 1 - SLIP L/4 - 3 - 4,Mixed,FALSE,
2025-11-23,Monday,Technique,2,,C,"JAB, SLIP L, JAB, SLIP L, L HOOK STRT, SLIP R, STRT, SLIP R, R HOOK",Mixed,FALSE,
2025-11-23,Monday,Technique,3,,A,Nonstop sparring,Mixed,TRUE,technique-station3
2025-11-23,Monday,Technique,3,,B,Nonstop sparring,Mixed,TRUE,technique-station3
2025-11-23,Monday,Technique,3,,C,Nonstop sparring,Mixed,TRUE,technique-station3
2025-11-23,Tuesday,Boxing,1,1,A,R SINGLE LEG DEADLIFTS,Upper,FALSE,
2025-11-23,Tuesday,Boxing,1,1,B,PARTNER V-SITS,Upper,FALSE,
2025-11-23,Tuesday,Boxing,1,1,C,PARTNER SIT-UP TO SB THROWS,Upper,FALSE,
2025-11-23,Tuesday,Boxing,1,2,A,L SINGLE LEG DEADLIFTS,Upper,FALSE,
2025-11-23,Tuesday,Boxing,1,2,B,PLANK STEP INS,Upper,FALSE,
2025-11-23,Tuesday,Boxing,1,2,C,PARTNER SIDE TO SIDE LEG RAISES,Upper,FALSE,
2025-11-23,Tuesday,Boxing,2,,A,1 - 2 - 3 - 4,Upper,FALSE,
2025-11-23,Tuesday,Boxing,2,,B,1 - 2 - STEP BK/IN - 1 - 2 - 3,Upper,FALSE,
2025-11-23,Tuesday,Boxing,2,,C,"3,4, DUCK, 1,2",Upper,FALSE,
2025-11-23,Tuesday,Boxing,3,,A,ATT/DEF,Upper,FALSE,
2025-11-23,Tuesday,Boxing,3,,B,LIGHT SPARRING,Upper,FALSE,
2025-11-23,Tuesday,Boxing,3,,C,SHOULDER TAPS,Upper,FALSE,
2025-11-23,Wednesday,Conditioning,1,1,A,SINGLE LEG HOPS,Lower,FALSE,
2025-11-23,Wednesday,Conditioning,1,1,B,STEPPER POP SQUATS TO FLOOR TAPS,Lower,FALSE,
2025-11-23,Wednesday,Conditioning,1,1,C,PUSH-UPS,Lower,FALSE,
